name,review
Oven & Fried Chicken,":poultry_leg::shallow_pan_of_food: Food & Taste: Excellent Korean fried chicken. One of the best I would say. The fried chicken tasted very fresh. Crispy and fragrant on the outside, while being so moist and tender on the inside. The serving portion for half is quite generous. Ordered the seafood pancake and it was also good! The pancake light, thin and crispy on the outside but once you bit into it, you will notice it is quite generously stuffed with ingredients. Every bite you taste seafood, either the little prawns or squid pieces.  :round_pushpin: Place: Very easy to find since it is located along the road going to Mount Austin. There is alot of parking available as well. Seats are very spacious.  :person_in_tuxedo_light_skin_tone: Service: Good service staff. We went in the late morning so the place was just opening. Saw the staff diligently cleaning the store front. They were all very polite and welcoming. After ordering, they served us the condiments that goes with our dishes and the water very promptly. Food was also prepared promptly and well.  :money_bag: Price: Reasonable for such great chicken The fried chicken (half portion) was about 27RM and the seafood pancake was 26RM  :hatching_chick:Waiting Time: Hardly any waiting time because the staff were all very prompt in serving us.  Would definitely come back again for the excellent food and customer service!"
Oven & Fried Chicken,"A very memorable Korean fried chicken experience! Even though we can't finish our fried chicken, it still tasted good after reheat in oven. The pickled radish is amazing"
Oven & Fried Chicken,"Fantastic service. The fried chickens are so good and juicy. We had original fried chicken and Yang nyeom fried chicken (half each) for 6 pax. We also ordered a mixed seafood pancake and jabche. On top of these, we had 2 soju and 4 hire beer. Just nice for all of us. The staff are so nice and generous. We had free flow prawn crackers. They even gave us free Korean style omelette and Korean soya milk. We were so happy with our dinner. Thanks so much for the service!"
Oven & Fried Chicken,"Honestly we had high expectations for the food but it wasn't that good. We ordered some chicken fries , kimchi fried rice and others but unfortunately it wasnt that good to our taste. This place was highly recommended to us by others so thats why we went there un the first place. It might still be good for others but in my case it wasn't."
Oven & Fried Chicken,"My food expectation is low, the food was terrible... staff is friendly, so probably come here for drinks ;)"
O Chicken & Beer,Had very nice dining experience here. Ordered the garlic chicken with French fries set. I must say the cheese stick were fried in old oil. So it didn't taste good.  The rest of the fried stuff is OK. Also ordered the sweet spicy chicken. We think this is nicer than the garlic soy chicken  they are also generous with the sides.
O Chicken & Beer,"A gem at Boat Quay,added in my go to place for Korean food. Love d food,atmosphere..Have sitting arrangement both indoor nd outdoor.. Amazing complimentary items(they even refill).. Will be an injustice if I don't mention the hospitality..Lovely service by the friendly staffs..  A 5 * from me:thumbs_up_light_skin_tone::thumbs_up_light_skin_tone:"
O Chicken & Beer,"We went on Saturday at 6pm. It was quite empty and only few tables were occupied. We ordered half chicken, kimchi pancake, and kimchi stew. We were served with side dishes and all of them tasted delicious. The food portions were quite large for two persons. Our favourite was the kimchi stew, its spicy and delicious. Do skip the kimchi pancake, it was so so."
O Chicken & Beer,"There are three groups of people in line ahead of me, and I was told that the wait time is about an hour. I was stunned and double-checked with the staff to make sure I hadn't misheard him. This eatery restaurant offers both indoor and outdoor seating. I've been waiting for 45 minutes to be seated. Cold radish, kim chi, spicy bean curd, and crackers were served.  I asked about their recommendations, what their specialty was and what people typically ordered? Therefore, I went with the recommendation. 1.Half boneless chicken $28.80++ You can choose 2 flavors quarterly. I choose original and soy sauce) 2.Kimchi pancake $23.80++ 3.Sundobo Jjigae $19.80++ 4.Lemon Juice $5.80++  I'm quite impressed that the food was ready in ten minutes. Let's start with their signature fried chicken. The chicken portion is quite generous, soft and tender, and perfectly fried until crispy. It is, however, flavorless. It's simply fried chicken. The pancake portion is larger than my face, the thickness is perfect, and it's crispy. Seafood soup was served in hot stone, there’s tofu, mussels, small prawn and enoki mushroom. Very homey and comforting meal. Lemon juice does not taste like it looks; it is slightly sweeter.  Will I visit again? Both yes and no. Waiting time is slightly longer, but they do not limit the amount of time you can spend in the restaurant; you can chill and relax with your friends without interruption. However, you may end up waiting even longer to be seated, and it is quite noisy to converse. If there isn't a line and I'm in the mood for hot soup, I'll definitely return for their seafood soup.  Total bill $99.75"
O Chicken & Beer,"Been here twice. Their tofu pork is the bomb! Not sure why noone mentioned about their tofu pork, it is definitely a must try dish. Everything was great, just hoping that the aircon is cooler."
Kko Kko Nara,"Authentic Korean flavour through and through! Initially a little bit hesitant to come here as the prices felt slightly higher than the other shops but wow after eating the food, we were not disappointed at all!  Fried chicken was so freshly cooked, I can still taste the crispiness of the batter and the strong flavouring!  Soup was so thick that there wasn’t much soup and the flavour was so strong and delicious! Definitely somewhere I would come again!"
Kko Kko Nara,"Unlike most of the other Korean restaurants along the stretch that is largely BBQ, this place is one if you do not want to smell or here for a date. This decent restaurant serves pretty wide selection to choose from. The ones we ordered were in fact all delicious. The restaurant also has a nice cozy feel and not too noisy, for a nice catchup with friends when u can really hear the conversation. :squinting_face_with_tongue:"
Kko Kko Nara,"Would recommend the seafood pancake, soft and crispy. Their sides were well presented and I like the pickled radish but their kimchi was a little bland in my opinion. Ordered their fried chicken and it was nice, but the kitchen or staff seemed to have forgotten our order and we had to wait longer than expected to receive our food. Fried octopus was a little chewy so it was a little tough to eat. Tea and water was complimentary and you can get a free ice cream upon leaving too (common in many Korean restaurants)."
Kko Kko Nara,"Soy garlic chicken flavour was good, however the pieces were really really small. One of the smallest Korean fried chicken pieces I’ve eaten.  Raw marinated crab was amazing! Flavour was good, no fishy smell. It came with 3 crabs, size was reasonable. Understood that previously you could upsize to a medium one, but now it’s just one size. Order a plain white rice to go with it. As it can be quite salty after awhile.  Went on a weekday dinner and it can also get slightly crowded."
Kko Kko Nara,Very poor dining experience especially the Samgyetang.. Serve instant ready to eat kind with 2 red dates and spring onions? God knows the rest of the soups they served are all from ready to eat ones u can purchase from Korean supermarkets? U can do better than that. Chicken wings were small and skinny. Not worth the price paid…
Kko Kko Nara,"Pretty got weekday set lunch menu with a few good choices. Really like the side dishes are they are quite generously portioned and given. Don't expect like wow Korean food as you get what you pay for. Don't think I will try any BBQ here so just the set lunch or soupy stuff. Service was so so, staff are just like there really to bring you the food, since you are using QR to order..so nothing much else...but sometimes I wonder why we still have to pay for service charge where we order via QR, walk to counter to pay etc. but I know the service charge don't really go to the staff...oh wells...."
Kko Kko Nara,Here for their very affordable lunch promotion. Kimchi stew was not just aromatic but was surprised by the portions of pork belly inside. And topping off with a jewel vortex view while dining. Staff was vigilant and swift.
Kko Kko Nara,"Had a really nice dinner here & the non-grilled meat portions are huge (glass noodles, beef bulgogi)! We ordered the grilled beef ribs but forgot to take a pic, small portion & around $40+. Most of their grilled meats are around that range & the portion is around 100g I think. We also order a kimchi pancake which I didn't get to take a pic of, but it was very nice. Not a wide variety of sides but all are refillable & addictive!"
Kko Kko Nara,The service was good and the sides tasted great. But their grilled beef was a huge disappointment. It was so tough and dry that I had a sore jaw after finishing up the beef. I don’t recommend dining at this resturant.
Kko Kko Nara,"3 star rating as the lights were automatically turned off at 7:30pm for the light show at the fountain  Whole restaurant at the outdoor area where we sat was pitch black  Would had asked to sit inside if we had known  Side dishes were delicious, friendly staff"
Ah Tan Wings,"A shop specialising in chicken wings should be good. Afterall your focus is only on one SKU.  However Ah Tan wings are just average. Nothing memorable about them and in fact found them a wee bit too salty.  It's not terrible or bad, but it's just a plate of wings that will satiate you but not leave you coming back. At least that's what happened for my family and I. Everytime we visit Yishun Park, we wouldn't make it a point where we have to die die order this. So I guess it says a lot about these wings. They are great to accompany other foods, but definitely not a necessity.  @goodfoodwrite - instagram & YouTube"
Ah Tan Wings,"This is really the best Har Cheong Gai Prawn Paste Chicken that I ever had in Singapore. Comes with incredible amount of flakes. Extremely crunchy and flavourful. The chicken cutlet and the wings are both super juicy. Egg with rice and Chilli, you nailed it!"
Ah Tan Wings,"After almost a year gap, finally give it another try since the boss is back. And the Q looks long.  Well, although much better than a year ago but the chicken was not those freshly fried type... no the type of oil juicy type of bite you expecting."
Ah Tan Wings,"They fried the chicken on the spot upon ordering, thus its very good.  They aced all 3 important portions for the meal - rice, chicken and chilli."
Ah Tan Wings,Orders 2 set A. One of the set add egg and add wing. Repeat myself a few times to the auntie when ordering. She still take a while to confirm with me my order again before keying in the order.  Paid extra $2.20 for the wing but end up she never packed for me.
Chir Chir,"Crispy chicken with mustard and salsa - 4 stars Good flavour, not sweet. Juicy with a crisp batter. The salsa that came with it was my favourite, but they gave a tiny portion. The server (with gelled back hair) walked past with a gigantic tub of salsa so I asked if I could have more. He said it only came with one portion. For $35 for the plate of tenders this seems rather ridiculous. I offered to pay for it and he still refused. Seems like really poor company policy if it really is. Docked stars for the poor service."
Chir Chir,"Google shown the closing hour is 9.30pm. When we reached at 8pm we were told that the restaurant is closing at 9pm. If there is a change in the operating hour, it should be updated. We made our way to Somerset only to find out that we have only less than an hour to dine. We felt that staff is rushing us to quickly finish our meal. Overall, we didnt enjoy the whole experience. Chir Chir used to be one of my go to place for korean fried chicken fix but after today experience, i will not want to go back. A few of the dishes that we would like to order was unavailable. Not sure if it is because we reached at 8pm or it is always unavailable. The honey butter chicken is the worst dish ever!!! I DO NOT RECOMMEND The Honey Butter Chicken. It used to be quite tasty with real honey and butter now it is replaced with some honey flavoured powder which smell and taste AWFUL. The spicy toppoki is not bad and the garlicky chicken with the cheese dip is not bad. Price wise its too pricey given that the quality of food is below average. Overall experience, sucks! Definitely not going back."
Chir Chir,"Came on a Wednesday night for dinner with a friend for our Korean Chicken fix and it was pretty alright. Store had only 3 full tables. There was only 1 service staff on the ground and the remaining are kitchen staffs. Water is not complimentary.  :cheese_wedge: Mac & Cheese was a very good purchase. We ordered a regular and went for seconds with a Large. Flavours wise is towards the milky side, topped with shredded cheese, the heat from mixing made it extra gooey and stretchy. Loved it and pretty sure kids would love it too. I rate: 4.5/5 :glowing_star:  :poultry_leg: Went for seconds on the chicken as well. Had Soy Garlic and Spicy Soy halves and it was so crunchy even though drenched with sweet and savory sauce. The addition of fried tteokbokki and sweet potatoes (+$2) was not a good choice. Carby and hard to bite. Would love it if the white vinegar cubed radish was given as a side to cleans our palates and to finish off the ultimate korean chicken experience. Other than those 2 issues, the chicken was great and I rate: 4/5 :glowing_star:  Feedback: Did not appreciate the payment system where everything from menu browsing, ordering, member subscription, and even including payment is in app. It is quite user unfriendly for those who are not comfortable with sharing their personal details like credit card number and contact details... it kinda defeats the purpose of service charge when everything is self-service, no? :unamused_face: Would like it if payment option offline could be made available. Because upon exiting the shop, obviously, there is a payment counter."
Chir Chir,First time trying chir chir here during a weekday lunch. The lunch set suppose to come with fries and kimchi but I can’t find where is the kimchi. Trying to ask the staff but the staff is forever busy. The curry crispy chicken is very good. The crispy chicken is juicy and crispy. Thumbs up for the food but the service can be improved.
Chir Chir,"Ordered the spicy chicken fondue. The chicken taste quite fresh. Spicy sauce was not spicy. Tastes more like that sweet thai sauce. But the cheese was decadent. With its rich cheesy taste, I feel the calories of each scoop.  I can finish a whole rack of ribs by myself, but can only afford to finish half of the chicken here, and I did not touch the toppoki. I had to peel of the chicken skin and abstain from the cheese to persevere for the second half of the meal. I recommend this meal for sharing."
Chir Chir,"Visited chir chir chicken at Bugis the other day! The food was good, we ordered the rose cheese chiqueen - crispy chicken tenders in a creamy mix of mozzarella and fondue cheese :drooling_face::drooling_face: The portion was big, and probably meant for 2-3 to share. We also ordered the half portion of spicy yangnyeom. It was a generous plate of delicious hot crispy chicken in a sweet spicy sauce, very tasty :) will definitely be back to try their other dishes!"
Chir Chir,"The food was very filling and tasty, one of the most flavourful korean/fried chicken I have tasted so far. We ordered the Rose Cheese Chiqueen as the main dish, paired with the cooling and refreshing Passion Yellow Tok Tok as well as a side of Original Mac & Cheese (Single)"
Chir Chir,"Chir Chir: Tucked away on the food street on level 2, it is quite convenient to locate. The soy chicken ordered is crispy and tender, whilst hints of sweet soy sauce/almond flakes and chili flakes are complementing the chicken. Mac and Cheese mehish, albeit more wallet friendly with the beer set."
Chir Chir,"Great fried chickens. The noodle in the soup base is chewy, like the Chinese style potato floor noodle. Half for each type is good portioning of two. Less vegetables to choose from."
Chir Chir,"Had a fantastic dinner at the Bugis Junction outlet. There is a wide variety of fried chicken that we were able to select from.  The staff was helpful and recommended the dishes for us. We decided to order the Garlic Soy Sauce Chicken, Spicy Chicken and the Mac n Cheese  Overall, the chicken was still crispy even after coating it with the sauce. The Mac n Cheese had a generous amount of cheese added, which was good!"
Twins Korean Restaurant,"Fun place for fried chicken and beers. Loved the ice cream beer (aka frozen foam). Very neat concept. The chicken was great - you can get almost anything deboned which is awesome. I think we liked the cheese the best, but the garlic soy was lovely as well."
Twins Korean Restaurant,"We randomly chanced upon this when searching for good Korean food on Google so we decided to come here for dinner. Although we made reservations, it seems like the restaurant is relatively quiet during weekday nights (we came on a Tuesday night) - but nevertheless just make reservations in case things change!  We ordered a bowl of Jjamppong and got the original fried chicken to share (attached is the menu to see the different options). Portion is decent but the food was SUPER good! Honestly, the chicken batter was perfect and it was neither too oily or salty for our liking. The jjamppong wasn't too spicy or bland - just the right balance too. They even had a decent serving of seafood.  There was only one service staff member at that time and she was super professional and smiley when taking our orders and paying the bill. The overall vibes was really cool too, with Korean music playing in the background (not too loud so you can have proper conversations without shouting at the top of your voice). All in all, I would 10/10 recommend anyone looking for good authentic Korean food in Tanjong Pagar. It is a short walk from both Outram Park and Tanjong Pagar MRT stations."
Twins Korean Restaurant,"There were 3 of us, we ordered a 4 pcs chicken wings, kimchi pancake and budae jiggae along with non-alcoholic drinks.  Per pax around $40  We went on a Monday night, it was pretty empty, no reservations needed. The food was just alright, nothing fancy or to rave about.  I'll probably try other Korean restaurants along the streets"
Twins Korean Restaurant,"Original boneless chicken with onion sauce ($24++ = $28) - 2.5 stars Enough for one person though I'm probably not a bit eater. But this made me question whether KFC really is just overpriced Kentucky Fried Chicken. The chicken was kind of ordinary, although I imagine it had more meat than you'd find at Kentucky FC (and I haven't been there in years). But the issue was probably the onion sauce, which tasted like fairly artificial and processed mustard. I much preferred the fresh Pico de gallo-like onion sauce at Chir Chir. Would not pay $28 for this again.  ======  Boneless chicken with sweet and spicy and rice cakes - 4.5 stars The boneless chicken was juicer than the bone-in chicken surprisingly. My husband, who usually prefers the latter said he would just order the boneless chicken the next time. It was my second time having Korean fried chicken - given that the last time I had something similar was probably KFC popcorn chicken decades ago, I was pleasantly surprised that there was ample meat and not just a bunch of fried batter. I liked this sauce better than the soy garlic one but it was definitely sweet and towards the end I didn't quite enjoy the sweetness. We got the medium and it was larger than we expected.  Soy garlic 6 piece - 4.25 stars Sweet sauce and could barely taste the garlic.  Good place for Korean fried chicken, but personally I think the sauces are too sweet for me."
Twins Korean Restaurant,"Came here with my colleagues after watching a tiktok video about this place. We had high hopes since it looked really good in the video.  Utterly disappointed. Although it may be $10 nett for the lunch set I highly DO NOT recommend this place.  Thing is Tanjong Pagar is full of good Korean places to eat and one of the signature things about Korean places is? Banchan right? This place gave zero banchan. I may have bought the set and $10 nett no banchan I can still tahan.  My friend bought their kimchi pork fried rice ala carte and she got zero banchan and had to pay $20 for just a bowl of rice that tasted meh. She could have went down the street elsewhere with banchan and where the food taste better and is around the same price.  Another thing, this place is NOT eco friendly. It is a restaurant but they serve the lunch set in dapao container even when you are dining in and they use disposable chopstick as well. Side tracking their spoon is not even the Korean spoon though its metal spoon.  I would have much rather paid $20 for my meal and went to Obba or Wang Dae Bak where the food actually makes me feel satiated and where there is banchan provided.  The only thing that I liked about this place was their boneless fried chicken with the powder cheese. It came out piping hot, super crispy and yummy. That is pretty much the only reason why I actually gave the food a one star rating. My friends gave this place zero stars (savage).  My advice? Take your money and go elsewhere. Tanjong Pagar is full of good Korean food stalls. You just anyhow throw a stone and you will surely find a Korean store better than this one."
Waker Chicken,"Korean fried chicken in a coffee shop. Queue was really long, waited for quite some time. Chicken was nicely fried and crispy. No red meat on the bones as well. I would try the sweet and spicy chicken, and soy one. Original chicken could use a bit more seasoning."
Waker Chicken,"Tried the original crispy, taste wise its normal nothing too crazy. Just a little off in the seasoning, could be saltier. $14.30 (30 cents takeaway) for 7 pieces is quite pricy considering the size of the chicken being relatively small."
Waker Chicken,"Hands down, this place serves the best fried chicken ever! I'm not exaggerating when I say that it's truly a culinary masterpiece. The chicken is incredibly juicy, bursting with flavor in every bite. It's the epitome of perfectly fried chicken, with a crispy exterior that gives way to tender and succulent meat. The portion size is generous, ensuring that you get to savor every delectable morsel. If you're a fan of fried chicken, this is an absolute must-try that will leave you craving for more!"
Waker Chicken,"Ordered delivery. Food arrived nice and hot, LOVED the honey butter flavour  However, considering the price, the chicken parts given were too small. Also, if you're ordering the honey butter chicken, would suggest that you ask for the powder to be sprinkled on the chicken directly. If packed separately, the powder given is WAY too little and they're not willing to give more"
Waker Chicken,"The queue and waiting time was quite long on a weekday evening. You can expect to wait around 20-30 mins for your order, depending on the crowd. The chickens are freshly fried though, so they are served piping hot. The chicken parts are much smaller than the photos so a portion of 7 chicken would be just nice for 2 pax. The meat is juicy and tender and taste pretty good. Original and soy sauce would be safer bets. The honey butter can be a little sweet and taste like milk powder."
Waker Chicken,"It is true enough that I will be never disappointed with the Korean BBQ chicken. Bought 2 flavours fried chicken from this store to try. Both flavours are super nice, specially the honey butter fried chicken. Not sure what’s the powder that they put for topping but it’s sound like sour plum powder with butter. The combination is just super tasty and the chicken meat is crispy, juicy and soft. Will try other flavours next time. A bit pricey, though… however, I still want to recommend this store to all of you."
Waker Chicken,This is a 3-piece chicken meal. Very disappointing. It’s one piece with 2 small/half pieces! The worst is the 2 half pieces are mainly bones only! And the cost for take-away is $7.80. Not worth the price.  Flavours are okay. But I felt very disappointed with the portion and the price.
Waker Chicken,Waker Chicken serves up excellent Korean Fried Chicken without the need to wait 30 minutes at a typical Korean restaurant. The original crispy chicken is on par with the best Korean fried chicken you can find in Singapore. Was pleasantly surprised with their honey butter option. It’s great fried chicken with a twist. Superb. Can’t wait to try some of the other flavours on offer.
Waker Chicken,Pretty good value for Korean fried chicken at heartland and reasonable prices! Food came relatively quickly and the hawker center was not as crowded as expected on a Sunday night.
Waker Chicken,"satisfying our cravings for Korean Fried Chicken :South_Korea::poultry_leg::sparkles:  we tried the sweet spicy rendition ($14). coated with sweet spicy sauce, the crispy juicy chicken is not as spicy as I expected :fire: we ordered the half portion (7pc), which comes with a variety of wing, drumstick and other parts.  Overall, value for money and enough to satisfy our cravings :pleading_face: I’d be back to try their honey butter and soy sauce flavours!  :red_exclamation_mark:Some branches only accept cash. We visited the Holland Drive branch, which only accepts cash though we’ve seen reviews of other branches accepting other modes of payment :money-mouth_face:  :camera_with_flash: Instagram/Tiktok/Burpple: @myfoodframes"
Waker Chicken,"I really wanted to like this place, because wouldn't it be cool to have a nice korean friend chicken place in a hawker center?  But I also have to be honest with myself. The chicken was dry, even considering that some were breast meat; and the sauces are really not that good: ""sweet spicy"" tasted like ketchup, while the ""soy"" dressing was thin and watery. ""Honey butter"" was okay, but suffered from the dryness of the chicken (powdered seasoning on top of dry chicken.) The subpar sauces of course did not pair well with rice in the rice sets.  I guess if you've never eaten a fried chicken too dry for you, you could try this spot? Or maybe give it a shot for the novelty of korean fried chicken in a Singapore hawker? Personally, though, I don't think I'll be coming back for more."
Waker Chicken,"Very delicious! We came 12 sharp and was lucky the first customer. Subsequently, the customers keep coming in and crowds start to come.  Love the egg ramyeon, tofu soup and importantly, the star dish, Original Crispy fried chicken. Very tender, fresh and juicy. There's a special marination for the fried chicken as there's an appetising kind of fragrance and taste. We down the half chicken completely. We finished all the dishes. I slurped down my egg ramyeon entirely, including the soup. The Korean couple of the stall are friendly and lovely. Thank you for the cooking such a wonderful Korean food. Simply awesome."
Waker Chicken,6/12: Omg d original cripsy chic is so nice! It is tender and juicy inside with a crispy outer. I actually finished d 7 pcs by myself without even dipping to any sauce. The kimchi is not bad as well. I definitely will be back! The one who take order might b d owner and most likely a Korean from his English accent so do pardon him for not able to strike conversation. Most impt their fried chic is so Damm nice!  6/17: Came bk to try their crispy chic tender to goes with d sambal prawn fried rice. Tender is nice but their chic pcs are even better. Nevertheless goes very well with d sambal fried rice :face_with_peeking_eye:. The only problem is this coffeeshop has too many good stuff but very limited seats. The indoor seats are pretty warm while outdoor 1/3 tables occupied by season old uncles while 1/2 tables reserved by various stalls :confounded_face:  7/1: I know fried chic is not good for health BUT I can't resist this juicy and fresh fried chic that I can just finished half chic without even need any sauce to go along (but goes with beer)... this time i came at 8pm and have more seats and less Q ...  7/15: :face_with_peeking_eye: Ooops can't resists this fried chic that goes so well with beer :beer_mug:
Waker Chicken,"We went for dinner last night at about 7, and the kopitiam already packed with customers. Quite tough to get a table. This was the 2nd time with Jade's chicken. This time we order army stew and my all time favourite, fried chicken original crispy. The fried chicken still taste palatable.  Standards remain the best. Army stew soup was concentrated and tasty. It goes very well with rice. I also love the white radish, I always finish it. It really enhance your palate. The crisp, sourness and juicy goes very well with fried chicken so it doesn't feel too much. Really best korean food, but do go earlier because the later it is the longer the queue."
Waker Chicken,Good korean fried chicken. Had the crispy half chicken and the soy tenders. Was expecting the soy to be savoury but its more towards the sweet side like coffee pork ribs in those tze char.  Overall worth a try
Waker Chicken,"Will not return.  The chicken meat itself has no taste. Despite the copious amount of seasoning on the surface, the meat beneath is plain and flavourless.  I admit the batter is light and crispy, fried to perfection. But it seems that the chicken itself had not been seasoned at all. So although the surface has all these different styles and flavours, it isn't enough."
